order_id,star,message_ko
634e8f4c0f6744a626f77f39770ac6aa,1,충전된 제품과 가격이 매우 좋습니다!
5164933efe0cd14f31424b9badf81f19,1,제품이 기대에 미치지 못함
f4471dae8c482f51aa1826cd9f5d4433,1,오래된 제품을 받았어요
93ec3e2c9a4beee38c28973d307093e1,1,가장 중요한 부분으로 꼽히는 FLANGE 의자가 사라졌습니다.
4f7e398a1ddb1c349465b42b6865c60b,1,"제품이 마음에 들지 않았습니다. 내가 상상했던 것과, 예상했던 것과 달랐습니다."
f30607daae66843552e00843c6de88ef,1,"소비자를 더욱 존중하는, 선물용이었습니다!!"
8ca57f2b32c00588cab243b2115441f5,1,제품 반품에 대해 알고 싶습니다. 반품을 확인하는 데 48시간이 소요되고 아직까지 아무 것도 없다고 했기 때문입니다.
d30680568af2e9f0aeba3420292df26d,1,그들은 아무것도 제공하지 않았고 만족을 주지도 않았습니다!나는 돌아올 것이다
1a7ee01992a69255a005e9db8a96d898,1,제품을 구매했는데 다른 제품이 왔습니다.
d0e9849de800fdb4cb3b5e6d42c6b367,1,솔기에 결함이 있는 제품입니다.
444ebbf5602b5acdad22e0b4a9951bda,1,올바른 제품을 받았지만 매우 약해서 조립 중에 깨지기 시작했습니다.
651bd7286b2e17e1e3ea7b644870e429,1,인형이 라니스터 키오스크에서 본 사양에 맞지 않았습니다.
ca621c614abfc6d64f4a093ade1249b9,1,테디베어를 샀을 때 테디베어 색깔도 물어보지 않고 핑크색을 클릭했더니 파란색이 와서 추천하지 않습니다. 그런데 지금은 여자를 임신했다는 이유로 그 돈을 버렸어요
ceb992824b749348734de15eaca939ac,1,약은 독창적이지 않습니다
544b98cbee1fc6152e5ede26e1ef2986,1,내 제품은 어디에 있나요?이미 지불되었습니다.
9bcfea969358b43046969a17bfa436b9,1,제품을 사용하기 시작했는데 결함이 생겼습니다.
fb6a01b94b2f20833eb7593ea1a54a8f,1,"긁혔고, 버튼이 부러지고, 와이어가 벗겨졌고, 최악의 부분은 초콜릿 녹이는 경우 온도가 20°C 이상이어야 하고 이 합금은 50°C 이상이어야 한다는 것입니다.녹지 않고 타요."
051fcda88d997d3ff86012da2a556342,1,합성피혁이에요!!
7cf158d0e4744ba4ce58e5a9be631f7e,1,"반품하고 싶습니다.
어떤 절차를 밟아주세요?"
3dbf60040199f502ec5dd67f86b804ab,1,아직 상품을 못받았는데 너무 만족스럽습니다!!!
5c4e9b69cfdcd45f69531467695237e4,1,제품이 켜지거나 아무것도 켜지지 않았습니다.로딩하는데 시간이 좀 걸렸지만 아무 일도 일어나지 않았습니다
b687f81e0e59c1153eaa197ad1c1d043,1,내 돈을 돌려받고 싶어
4c3e9e2bce3a3234a9255f390683e3af,1,"주문한 상품과 다른 상품입니다.게다가, 당신은 열악한 서비스를 제공합니다."
41c284ffd871324eadf06fc989583619,1,"3개 제품을 구매했는데, 구매한 제품과 일치하지 않는 제품이 2개 왔어요.이 판매자에 대한 나의 부정적인 의견으로 인해 그는 판매에서 약속한 것을 이행하지 않았습니다."
c66f263a77d0b978664e122a57598d88,1,"1달동안 회전핀을 기다려왔습니다.당신과 당신의 파트너에게 보냈는데.. 아무것도 없었어요 
곧 프로콘이 되겠지"
7f0cd5312c451eb0b746d9e0617e57f9,1,"네, 흥미로운 구매 시스템입니다만, 일부 부정적인 상황으로 인해 실수로 저에게 보내진 맥주 타워 구매에 대한 불만을 등록하고 싶습니다."
f05aaa145a323239764fc5948997db58,1,"Belkin 차량용 충전기를 구입했는데, 처음으로 차량에 연결했을 때 충전기와 차량 소켓이 타버렸습니다."
6b3c0956c89312e2c54f8d1366ecea9a,1,예상대로 왔어요
a47e9312f596497c7762dbfdf78eda29,1,제품을 구매한 지 10일이 넘었고 지금까지 아무 것도 없습니다. 이 판매자는 말할 것도 없고 이 SHOP TIME을 다시는 사용하지 않을 것입니다.
e9a85f45594b8912672374e10d99f1a7,1,나는 재료가 매우 열악하고 비싸다는 것을 알았습니다.
3925b740d70eb26c3aefd1cabe5c8143,1,최소 수량
a686a1abab230b267d666e2b728f659c,1,원단이 방수가 되지 않아 물에 젖어도
313e46c49954ab094294fc88b099b570,1,기대이상의...
882106360eb7749193bf51b626d4d835,1,'푸로두토스' 두 개를 샀는데 메인 하나를 보내지 않았어요!
d248ddd0378083cb6c2bc7b9881d37d4,1,제가 구매한 제품 2개 키트 중 1개 키트만 받으시게 됨을 담당자에게 알립니다. 제가 둘 다 지불했으니 다른 하나를 보내달라고 겸손히 부탁드립니다.
17eba629ec542978d1ea929d473d4f19,1,필터가 다 깨져서 받았어요
bb9a5a9d8a6ff80eabda95e3b78f0a45,1,Iso X를 구입하고 Nitro Hard를 받았습니다.
6ed7913722200b05e7d5df38f1ee777e,1,전문 직업 의식
fcf50b257e3e35c31244d4d78b760c44,1,ORIGINAL HIGH YIELD CF 360X HP 508X BLACK Toner를 구입했는데 LOW YIELD CF360A HP 508A BLACK 토너를 받았고 토너를 테스트하러 갔는데 결함이 있었습니다.
ce5f998d724ed1ac61c890e33b24a33f,1,내 제품은 어디에... 내 의견을 알고 싶으면 먼저 받아봐야겠죠?
cb146a1049b500293d63495c05722085,1,HP 93 컬러 카트리지만 받았습니다.하지만 저는 hp 92 카트리지와 함께 구입했습니다. 미완성으로 왔어요!어떻게 해야 하나요?
ab3049853be314c3dcc3721cea4438e1,1,백설공주가 올 집 모형을 샀는데 공주 프린트가 들어왔네요
270c25da086ad763f34a2cd66c6aae7a,1,필코 리모콘을 구매했습니다.그리고 집에서 필립스 리모콘을 받았습니다.
ef39e8a01edeec8664b6fa8ebc5f3b9f,1,"제 시간에 제품을 받았는데, 체중계에 무게가 너무 많이 변동했습니다."
100cd7893daf3992dc9d95b595c713c5,1,예상대로 받았습니다
d839ea07a528e914f89702508023da37,1,targaryen은 전자상거래 상점과 소비자 사이의 중개자입니다.완전히 무질서합니다.나는 Targaryen에게 0점을 부여합니다.
8f62b43c005fef494fe6d25e46006652,1,시계는 좋은데 팔찌가 썩었어요. 어느날 입었는데 썩어서 새로 사야했어요. 새로운 팔찌는 원통형으로 만들어져야 했습니다.
35df3b4dd9ccd07b51ef412f243e1483,1,"그들은 나에게 빨간 화분을 보냈고, 나는 검은색 화분을 샀다...."
0b461bff8323f6fec51ec6254a81d562,1,구매한 상품과 다른 상품이 왔네요
899a5ec4b50c53b46fc876182c9cecab,1,"와, 난 그냥 내 제품을 원했어요"
6f88df04acbbbb0f5c98ef28271d27ea,1,제품은 Funko가 아니며 유사하며 결함이 가득합니다.
65c89cbb9f1da66608c81d78485e3cdc,1,그건 내가 기대했던 게 아니었어
f9a4431b06162517b2bc2fbaf8f9645a,1,냄비를 못받았어요
105b31400017ca4a848d48ec5df78257,1,motog5 스플러스 플래티넘을 구매했는데 이미 사용했다는 특징이 있는 재포장된 골든 motog5를 받았습니다.제품에는 보호 커버 외에 유리 필름이 도포된 상태로 제공됩니다.포장 n
9b8aaa74d468897a211fb359950937e5,1,상품이 전혀 좋지 않아서 매우 불만족스러웠습니다.
bc9c2fb123725ad0d99fb76888543245,1,고객에게 더 많은 관심을 갖고 싶습니다.기계가 아닌 누군가와 대화하고 싶다
58e7140d9d368a70076dc999a7a7bf85,1,상품을 다 못받았어요?
69b00a66e2558dd57ba062f782995941,1,Playstation 2 장치를 받았는데 원래 컨트롤과 함께 제공되지 않고 병렬 장치와 함께 제공되었으며 장치에 결함이 있어 처음으로 켜지고 꺼졌다가 오랜 시간이 지나도 다시 켜지지 않습니다.
91415c7eb3a9313812484623efc7ee27,1,이 제품은 어떻게 됐나요?
2591f6277be80b0c25627c745ec900c4,1,다시는 이 가게가 없을 거예요
816fd1f12f703f9825eb7c4c307388b5,1,그들이 보낸 상품은 구매한 상품이 아니었습니다.
243204e250173084280239fb8ac74bef,1,"나는 Usebarba 샴푸, 오일, 밤 및 수염 빗 키트를 구입했습니다.그런데 빗이 없어졌어요!!!"
fe97f3949cbc37b9ab48ac5769514cbe,1,엄청 빨리 나오네요
593823b9588a494c8015438b207ee60a,1,완전 좌절
cad07bb1dea448e4277d6bb42be1c1af,1,못받았는데 너무 속상하네요.
00995d799817ecc3bd2abd8fbe59c430,1,한 제품을 주문했는데 다른 제품이 왔어요
b547355b98adcc9a318e3c1c386fc737,1,나는 이미 당신에게 이 경고를 했지만 지금까지는 아무 것도 없었습니다.
dec8f082d09a6365bc6ea5a9eb542827,1,제품을 받았지만 결함이 있습니다. (시계를 손목에 착용했는데 동시에 착용했습니다.) 불만족스럽습니다.
fa86f95c2bce5958b1d9236da9f96926,1,아직 없어요
97a982d424741dfe24bc1ca5d943ad70,1,대기 중.
99777bf515a44dca96a60ac384e333d9,1,커버는 Redmi Note 4X가 아닌 Redmi Note 4용입니다.적외선 센서는 다른 위치에 있습니다.터무니없는!!!!
adedc5c6c400a03abc3701e0bb8015d7,1,젤 필름은 다른 장치에서 나왔습니다.
dc32acbe8d41196887e5d7ac6c2972bd,1,나는 다른 구매자에게 타르가르옌을 추천하지 않습니다.
bd26f79807cb5e17e470195232bf67d7,1,와인 3병 샀는데 2병만 왔는데 이제 싸인한 듯 불평하네요
17c42a761def4a50753277a24c772328,1,충전기를 받았는데 케이블에 결함이 있습니다.충전기 케이블을 바꿔야겠어요.여러 테스트를 해봤는데 케이블에 결함이 있습니다.케이블을 어떻게 바꾸나요?
da7e4fe598c5bcd3fb94f8f32456a6a3,1,"작은 팬, 구매할 때 크기를 보지 않았습니다."
7b5677c6b812459afed4f29edef9debc,1,다 괜찮아요.
6a713ce5b2cfc769104c39775b662625,1,"제가 사용한 날, 이미 너무 얇은 작은 공들로 채워져 있었습니다."
c562f2bc6c997a43b59465ebec4e8d9d,1,사용할 기회가 없었는데.. 다 괜찮았으면 좋겠습니다...
9fce4af6a15c3fa67e2ee1b52839d6dc,1,나의 헬로키티 젖병이 어디에 있는지 알고 싶습니다.
de1f63780a06d4800d094e9875c89ac5,1,구매한 상품을 받고 싶습니다. 수령 시기에 반품하고 싶습니다.
6f30b59ca40f5851d931d146ef6868d0,1,잔디가 없어졌어요
7659a1c749ab19031d8e957692aa114d,1,"없어졌어요, 제가 원하는게 아니었어요, 반품하고 싶어요"
aff8085aa67afd7180c91552d939a4dd,1,"타이어 2개(앞, 뒤)를 구입했는데 뒤 타이어만 받았습니다."
6e5fc24bede0e47389f2042dc5f8473f,1,"제가 많은 기대를 했는지는 모르겠지만, 제품이 단순하다고 생각합니다."
dca954560c94725cbb8402714b1dc7bd,1,게임이 완전히 긁혔습니다. 불만을 표시하기 위해 이메일을 보냈지만 귀하는 응답하지 않고 비디오 게임에서 플레이되지 않습니다.다른 비디오 게임에서 테스트되었습니다.
a9aef39ca580c8bf9b2bc2e2927ee47f,1,그림과 같이 주문했는데 전기 탭이 그림과 같이 올 것입니다......
4817db123f2751c4c12805d5715a51c5,1,"이미지보다 훨씬 열등한 제품, 잔디가 모두 잘리고 섬유질이 느슨해졌습니다 !!!
급하게 사용해야 한다는 이유로 반품하지 않았습니다."
d9f834b712ac280bbbbcd7a3114c240c,1,올바른 흡입기를 구입하지 못한 이유를 알고 싶습니다. 하나를 잃어버렸는데 다른 하나가 왔습니다. 판매자와 대화하려고 하는데 할 수 없습니다.
48ea816d75222e26e37782d2ebe2ea5b,1,"제품의 전원 코드에 문제가 있어서 사용 중에 여러 번 켰다가 꺼졌습니다. 심지어 테스트도 할 수 없었고, 사실 안타깝게도 반품하기로 결정했습니다!"
3f003568147c785083d014edfba38c48,1,매우 나쁜 마무리 추천하지 않습니다
3c2c60ec97f726dbfe5aef326056585f,1,"제품 2개를 구매했는데 하나는 보톡스 수분크림이에요. 수분크림이 섞여서 왔는데, 크림이 꽤 많이 지워졌습니다. 바로 보톡스가 왔습니다."
42a8e0f928664b27f631001fbddf0f26,1,구매한 이미지와 동일한 필터가 오지 않았습니다.
38aae594eaee5a2935d397fd93ca43c9,1,4병이 없어졌어요!
ebba22ddb17ae5e213971c8246de7a47,1,"보내준 글루 좀 봐 달라붙지 않아 내가 싫어했던 제품 
이 똥을 붙일 때 사용하는 접착제의 이름을 알고 싶습니다."
a73de8635a0cb0aee3da3736197f76b2,1,주문한 지 하루 밖에 안 됐는데 어떻게 해야 하나요?
45eea7503e8d5e369d52ecc3cd27a3fa,1,당신은 시간을 매우 잘 지키는 편이에요
614bc59c7d5e038587336616e3198e33,1,전체 주문이 전송되지 않고 일부만 전송되었습니다.
d69c7c969d600368c5f533b188e402eb,1,"그런데 저는 못받았고, 제품을 받은 가족들은 더욱 적었습니다."
f93bdede82a36c75fddda9a509f2298b,1,나쁜
ee55d5ed8f8d07169b07321887d45eb9,1,매우 약한 제품
5e0de5e6b42042ea6e00e3d07d4aef84,1,회사는 어떠한 만족도 제공하지 않습니다.나는 매우 불만족스러운 구매를 기대하고있었습니다.
4de5e476244e0fced5eabc7d26c02dd9,1,주문한 음식이 반쯤 찼습니다.블랙헤드 추출기와 정강이가드를 구매했는데 머리카락만 받았습니다.
b61ef53b312800422111b08cd1619498,1,"깨지기 쉬운 제품으로, 부서진 채로 왔고 처음 사용하려고 할 때 깨졌습니다."
bf122b1684abe6417e2e2eb2ababa7b9,1,아직 상품을 못받았어요!!!
f1b1a53088d15140959d9ed6d98c7107,1,매우 만족합니다. 팀 전체에 축하를 보냅니다.
f8ebdc391ba2950e41dfd4a8385418ae,1,상품을 받고 싶습니다.
cc15ef8448a7506bdcd6eb851c0aea1f,1,제품을 수령할 사람을 알아야 하는데 누구와도 대화할 수 없습니다.
808c4b75909ba91f23c1ef928f396822,1,끔찍한
5c28c78dd8f69a4e10a883d3e39c7ea3,1,필터 하단이 깨졌습니다.
94ed99124b4c0ee155fd9bb057a14c2e,1,그냥 상품을 못받았어요
57e4399c47c85b49ab7fef194b4e14b7,1,안녕하세요. 누가 받았는지 추적하거나 확인할 수 있는 방법이 있나요?
9b7e94b15ccd427e75e425bd24133b2b,1,비
b5fa0328693adeb3be0c29b6912d483d,1,기술 시트에는 폴리에스터 100%라고 명시되어 있지 않았습니다.
b7ef6e87085339d9ef7be05148b8ea74,1,FBFHJJKLI\ZXDAd
6c6f90f3d428175f9e09d7f0d4ac4ed5,1,흰색 시계를 샀는데 검정색 시계를 보냈어요
9fcb5798168a0661c0dec96bf0682e92,1,베이스키트+베이비컴포트 구매했는데 베이스만 받았습니다.
13b7cdafde78bebb404d4dc74c04fb82,1,내 주문이 연체됐는데 회사 직원이 내 메시지에도 응답하지 않습니다.
ea9a48e8b350731ae78378381394a086,1,나는 다시는 가게에서 테이블을 사지 않을 것이다.
89aaf44e5c7771fbdeacb9baa428988b,1,아직 상품을 못받았는데 누구 책임인가요?나는 더 이상 이 가게에서 물건을 사지 않을 것이다.
09868b0eb512bfbbe98900f16d79d055,1,훌륭한
18c3c1366ee83a4162a2eefe7bb66f23,1,나는 이 제품을 받지 않았으며 원하지 않습니다.
31c9a3f10eb368b62e102608adbec724,1,병렬/복제 제품으로 보고되지 않은 제품
7c6a400b3bbaff6cff070e8c6cdd17aa,1,지금은 평가할 수 없습니다. 제품이 게시되고 국내에서 파업이 발생했습니다.감사해요.
99239be2fbdb186e7285b71a4bd782ac,1,"방금 상품을 못받았어요
댄서"
78f48d9a0bb09969516a9fb25e05311e,1,팔찌를 열기가 매우 어렵습니다!
05fcd933547be81890bc4d62357fdf3f,1,제품이 포장 없이 왔어요
9f9b0cf9d794e40cdf1c4cf909d65ca4,1,"11월 27일에 크리스마스 선물로 샀는데 거의 한 달 전이었는데 약속이 22일이었어요.
그래서 하나 더 살 수밖에 없었습니다.
그러니 더 이상 필요하지 않아요."
f79bd0b3bacc5142f90f81a15b4a602c,1,아들 선물로 빨간색 브루터스 트럭을 사서 칫솔을 받았습니다.우리 아들의 생일도 이미 지났고 과일도 많이 먹었으니 이 상황이 하루빨리 해결되었으면 좋겠습니다.
0ce9a24111d850192a933fcaab6fbad3,1,나는 그것을 좋아하지 않았다!I bought a pig in a poke
4035b52134bcb1bdaf305b4671495372,1,마음에 들지 않았습니다. 천이 나쁘고 끔찍했습니다.
b560ced1765e243b3ebf765d80a8873d,1,"3x2.80 커튼을 샀어요.그들은 나에게 각각 1.50x2.80 크기의 커튼 두 개를 보냈습니다.광대아아아아아아아아아아아아아아아아.


1.50미터 커튼을 원했다면 3미터가 아닌 1x50을 구입하겠습니다."
1a358c4ef8c7d066e7e526670d486f3e,1,얼마나 더 기다려야 하나요?
d89d67960e5c163e8afc1d83cf53db77,1,늦어서 속상해요!나는 항상 Lannister에서 구매하는데 이전에는 이런 일이 발생하지 않았습니다.
f5c7fcc9933ae8861462ee79735d9993,1,12/22일로 약속된 주문이 아직 접수되지 않았습니다.
4a3798db024e5f7ec925bd803ec5567c,1,제가 생각했던 제품이 아니네요.
53f4a393eb9126386cfc207f1aa6ac34,1,나에게 보낸 제품이 내가 주문한 제품과 일치하지 않습니다.
d14f47d31b1e3717cd25c3876b276523,1,접착제 1kg이 오지 않았습니다
6a2fc7eef1fbf09f3c5cfae4aaff3bb5,1,"그들은 나에게 암퇘지를 보내지 않았고, 대신 다른 사람을 입양하는데 많은 어려움을 겪었습니다."
208215ef3138230b69b97f3fb415e9bc,1,아직 상품을 못받았는데..
669eb4808ac7fe964a716a368943ddfa,1,끔찍한
bf593abe2928b23b60cee1ff3471a4dd,1,케이지 대신 샐러드 커터를 받았어요
d2709c18f4c1ab5ff4663b1e5a2ea477,1,나는 1968년에 군대에서 복무했습니다. 내가 사용했던 기구들은 더 작았으며 연결 장치들은 훨씬 더 좋았습니다. 열고 닫을 때 칼에 베지 않도록 하는 과정을 거쳐야 합니다.나쁘고 위험한 핏
dd43808dd9194cb01cc2f50bef6092a4,1,좋은 제품입니다. 판매자를 추천합니다.제품이나 판매자에 대해 더 이상 언급할 내용이 없습니다.
081857a1fe99545a55e83b3b1e8a8ce0,1,제 생각에는 고객이 1/2을 달라고 하는데 3/4만 있으면 보내지 말고 보내면 되지만 효과는 같지만 절감 비용이 더 높아지고 좋지 않다는 것입니다.
1b20ddca2df7b609d3847389ab9dae74,1,내가 주문한 향수가 아닌 다른 향수를 받았어요
5a5896dc84244c4c26d3b06c22167422,1,이틀동안 사용했는데 너무 짧아졌어요
14f71e03c472d2b37384b55708ac8354,1,"나는 그 제품을 좋아하지 않았다.수건이 너무 얇아서 건조하지 않아요!!!아쉽게도 제품, 특히 목욕타올을 직접 다루지 않고 온라인으로 구매할 가치가 있는지 생각해 보려고 합니다."
168d3552147af1da6282c46975968c45,1,바구니 중 하나가 지지대 없이 왔어요
86f18e8bfc05ddce85ea8e1146eac6ee,1,아무 말도 하고 싶지 않아
c577af5e9d5dbecf0ac65ff28cb8ad45,1,"I only received one lamp.
어떻게 진행하나요???"
c70fef01838263b8faae59464fd721a3,1,좋은 제품: 기대 이상이었습니다.
bb9e3fdfc33f7fe56fd38f6adacf760f,1,제품을 보유하지 않은 상태에서는 평가가 불가능합니다.
ec91a58a83b62633311320a62097c129,1,주문한 것과 전혀 다른 제품을 받았는데 NF가 다른 사람의 수령인과 함께 왔습니다.
bf99266f91395a536eec2caf09bad879,1,나쁜 가게
bc47e570a3968e7584d8b987f51ce04a,1,미국에서 이렇게 오래 걸린 제품을 구매한 적이 없습니다!
0cee13b4c26d8a1508693a49a3859285,1,제품이 기대에 미치지 못해서 스테레오를 구매하고 케이스만 받았습니다.
cc7a01248e3779979631ce8dea5c8292,1,스타크는 더 이상 예전의 가게가 아닙니다.지금까지 정보 전달이 어렵습니다.무슨 일이 일어났는지 알고 싶습니다.
6066fbcebeaf378770ad9fbe8e30d1f0,1,저는 온라인으로 많이 구매해요.그리고 난 이거 못받았어
b459355536a8e3dcec10c0a4ea6f9f86,1,똥
a63dc2ae83b911134a651fb6fbef3f8a,1,"나는 초콜렛 유청을 구입했기 때문에 그 브랜드를 알고 있었는데, 그것은 아주 좋은데, 딸기 유청은 터무니없이 나쁘다.끔찍한 공식, 나쁜 맛, 희석되거나 혼합되지 않습니다!"
e151e57b4f9e794ebddd2ac390d0ba99,1,약속한 것을 지키지 않았다
81c53fd7fc60655da24e455974b880ce,1,사지 말았어야 했는데
938c8cbe289e7aa04f8eb3221cf19574,1,나는 이 회사를 누구에게도 추천하지 않습니다. 그들이 의무를 이행하지 않았기 때문입니다. 나는 그들에게 매우 속상합니다.
83f40343811b7a7641af81d74e1a7875,1,"유리에 흠집이 나서 온 시계
제대로 포장되지 않음
완전히 불만족스럽습니다. 상품을 반품하고 싶습니다."
cd81ba816ce2aa9e8c681c321ddf0a22,1,"선반 조립시 부품이 서로 맞지 않고, PVC 튜브가 불규칙하게 절단되어 있습니다.."
dba28a189fd1425d68f33018e1d88808,1,안녕하세요. 안녕하세요. 아직 구매한 상품이 1개 남아 있습니다.
2d13948675eb090c15d5f89f0a98145e,1,노트 10
faf1b809401b186ca28936c3e1cb07aa,1,내 제품이 어디에 있는지 알고 싶어요
3d9b458bd64047cef13d3c849d378dfc,1,"자수 부분이 완전히 변형되어 있고, 구멍이 큰 것도 있고, 막혀 있는 것도 있고, 모두 불균형입니다"
2b73fdaa269a7411454b64fea202acfe,1,항상 받았는데 이번에는 안받았어요
355a4f037048ba07c6bc1b564d6a8448,1,"완벽한 제품을 받았습니다
감사합니다"
5a72aaf4a78a5e2b0ba132b0e9c21fb1,1,끔찍한
777f086f57e89ea16f5b49fbcb4a34a0,1,원산지가 의심스러운 제품으로 라벨을 읽기가 어렵습니다.
e3ba5747e5730389e76a7d30694beeff,1,"전기 펌프가 내 기계에 제대로 맞지 않았습니다 

참고: 반품하고 싶습니다."
db6b63568221b91ede8c733e175bcb0f,1,리몬첼로 이탈리아노 프리미엄 코포 제품 700ml 한병만 받았어요
33c72b5830923cd768fa76c738f6d402,1,그릴 지지대는 훨씬 더 얇고 깨지기 쉽습니다. 그릇의 여러 지점에 용접 자국이 있어 마치 폐차장에서 만든 제품처럼 보입니다.
478f2ae691d27c91c581c47b8e9f61d4,1,아주 조금 나오네요. 한 번만 사용하면 사라집니다.
017b84f6bee0e4287eb8a8c9f5df549e,1,많은 키스
0ee83875134e649fc7cc3b867c337bee,1,26일 동안 운송 중인데 지금까지 아무 것도 없었습니다... 스타크의 의사소통 시스템이 매우 어렵다고 생각합니다. 불만을 제기할 수 있는 더 쉬운 방법이 있어야 합니다!
ea677a4ea5963b5e28cab998b15f69a7,1,끔찍하고 매우 작으며 관련이 없습니다. 제품을 추천하지 않습니다.
cf82b80e79a66336306b0c6c151f64ef,1,아직 상품을 못받았어요!!!
f44bd380c9a5926518a4714089e68c89,1,테리 타월을 추가하면 그럴 수도 있고 아닐 수도 있습니다.
b422d4bf31b728380653b1ce72e011b3,1,우수성으로 완성
867318eda451a721d23a5e0fbc82fcc9,1,자료의 일부만 받았습니다. 이 문제를 어떻게 해결합니까?
ad829c3ec314b40679b5cf05f1f27025,1,우리가 구매하는 이유는 Lannister에서 제품을 구매한다고 착각했기 때문입니다. 파트너와 함께 있다는 것을 알게 되면 너무 늦습니다. 이 파트너 사업은 종료되어야 합니다.
4d2e2634819452adb3313ccb5abd344f,1,도난당했습니다. 이미 이메일을 보냈지만 지금까지 아무 것도 없고 나에게 응답하는 사람도 없습니다.
686c017e3f991d5b96cc80cfb89d7d4f,1,보호대는 그냥 플라스틱이에요. 나는 그것을 좋아하지 않았다.
56d1fb4a6598e5323822ae47a4d14c9d,1,구입한 제품은 HDMI 케이블이었으며 VGA가 함께 제공되었습니다. 나는 변화해야 한다.
